TARGETID,EXPID,MJD,NIGHT,FIBER,SURVEY,PROGRAM,VRAD,VRAD_ERR,VRAD_SKEW,VRAD_KURT,SN_R,RVS_WARN,SUCCESS,FIBERSTATUS,TEFF,LOGG,FEH,TRUE_KIND
100090,900322,59129.278521,20200101,1915,SYNTHETIC,BRIGHT,127.57783577,1.78988777,-0.089865,2.922663,30.869,0,True,0,4790.18,3.898,-2.007,stable
100090,900323,59291.189553,20200102,1660,SYNTHETIC,BRIGHT,126.24275037,1.95198114,0.088631,3.213756,24.9382,0,True,0,4790.18,3.898,-2.007,stable
100090,900324,60132.685497,20200103,3201,SYNTHETIC,BRIGHT,127.30205561,2.26101979,0.120409,3.107862,17.5247,0,True,0,4790.18,3.898,-2.007,stable
100090,900325,60213.572757,20200104,1314,SYNTHETIC,BRIGHT,128.21624529,1.43997316,-0.085276,2.973037,53.8702,0,True,0,4790.18,3.898,-2.007,stable
100091,900326,59158.635198,20200101,1359,SYNTHETIC,BRIGHT,-96.34347494,2.44878145,-0.039503,2.938718,14.5293,0,True,0,6166.45,2.83,-1.03,stable
100091,900327,59767.850091,20200102,4470,SYNTHETIC,BRIGHT,-90.42201426,1.47676692,-0.069361,3.055273,50.4094,0,True,0,6166.45,2.83,-1.03,stable
100091,900328,59808.466253,20200103,2909,SYNTHETIC,BRIGHT,-92.15053244,1.75786193,-0.089976,2.958834,32.2894,0,True,0,6166.45,2.83,-1.03,stable
100092,900329,59620.703784,20200101,2189,SYNTHETIC,BRIGHT,-59.71225292,1.27292454,0.088348,2.982565,75.1359,0,True,0,4673.57,3.73,-1.928,stable
100092,900330,60103.988089,20200102,1384,SYNTHETIC,BRIGHT,-61.31744104,1.25436854,0.10887,3.09766,78.2509,0,True,0,4673.57,3.73,-1.928,stable
100093,900331,59132.342926,20200101,415,SYNTHETIC,BRIGHT,1.6072296,1.49363482,0.00984,2.759362,48.9334,0,True,0,4449.42,1.755,-0.688,stable
100093,900332,59281.310818,20200102,1477,SYNTHETIC,BRIGHT,0.0217219,1.55500773,0.002804,2.885167,44.0758,0,True,0,4449.42,1.755,-0.688,stable
100093,900333,59485.531783,20200103,4909,SYNTHETIC,BRIGHT,1.74573058,1.26614214,0.017294,3.242396,76.2525,0,True,0,4449.42,1.755,-0.688,stable
100093,900334,60142.602124,20200104,1140,SYNTHETIC,BRIGHT,1.12797366,2.17371314,0.016159,3.020715,19.2427,0,True,0,4449.42,1.755,-0.688,stable
100093,900335,60276.908952,20200105,4110,SYNTHETIC,BRIGHT,1.1281506,1.321386,0.159688,2.977309,67.826,0,True,0,4449.42,1.755,-0.688,stable
100094,900336,59148.713689,20200101,3475,SYNTHETIC,BRIGHT,53.42760756,3.10333616,-0.045461,3.189506,8.4423,0,True,0,5525.05,2.946,-2.457,stable
100094,900337,59796.82347,20200102,1288,SYNTHETIC,BRIGHT,50.28273829,3.48486042,0.055283,2.78891,6.5124,0,True,0,5525.05,2.946,-2.457,stable
100095,900338,59228.697343,20200101,4636,SYNTHETIC,BRIGHT,19.08906504,1.57707782,0.063438,2.966901,42.5046,0,True,0,4639.85,3.67,-0.96,stable
100095,900339,59446.465754,20200102,3272,SYNTHETIC,BRIGHT,18.30161862,1.43463741,0.070909,2.925785,54.4015,0,True,0,4639.85,3.67,-0.96,stable
100095,900340,59701.305248,20200103,4199,SYNTHETIC,BRIGHT,20.52536787,2.36557904,0.02656,2.884859,15.7536,0,True,0,4639.85,3.67,-0.96,stable
100096,900341,59027.184733,20200101,1219,SYNTHETIC,BRIGHT,-201.73990343,1.24569201,-0.052401,3.13858,79.7742,0,True,0,6381.85,3.125,-2.383,stable
100096,900342,59424.342083,20200102,1355,SYNTHETIC,BRIGHT,-202.68118893,2.12016598,0.039246,2.776849,20.4245,0,True,0,6381.85,3.125,-2.383,stable
100096,900343,59772.357068,20200103,596,SYNTHETIC,BRIGHT,-201.58883844,3.18547868,0.011401,2.952313,7.9603,0,True,0,6381.85,3.125,-2.383,stable
100096,900344,59818.567688,20200104,4140,SYNTHETIC,BRIGHT,-201.00216085,2.22695696,-0.041349,2.996788,18.1665,0,True,0,6381.85,3.125,-2.383,stable
100096,900345,59910.449505,20200105,1355,SYNTHETIC,BRIGHT,-202.90060531,1.59145046,0.157944,2.883074,41.5261,0,True,0,6381.85,3.125,-2.383,stable
100097,900346,59006.026352,20200101,1127,SYNTHETIC,BRIGHT,66.53820815,1.46367695,-0.141045,3.17817,51.6014,0,True,0,5345.05,4.144,-1.241,stable
100097,900347,59488.934193,20200102,3105,SYNTHETIC,BRIGHT,67.28734266,2.70571351,0.05923,3.247587,11.5328,0,True,0,5345.05,4.144,-1.241,stable
100097,900348,59944.809698,20200103,1798,SYNTHETIC,BRIGHT,68.28903242,2.7925916,-0.023074,2.950216,10.727,0,True,0,5345.05,4.144,-1.241,stable
100097,900349,60171.492068,20200104,4654,SYNTHETIC,BRIGHT,68.64548135,1.70025945,-0.025869,2.93928,35.1031,0,True,0,5345.05,4.144,-1.241,stable
100098,900350,59234.298372,20200101,4945,SYNTHETIC,BRIGHT,-106.48042904,1.57849621,0.0933,2.979218,42.4065,0,True,0,5199.79,2.827,-0.221,stable
100098,900351,59919.703233,20200102,4106,SYNTHETIC,BRIGHT,-109.31577028,1.39219411,0.151829,2.978805,58.9227,0,True,0,5199.79,2.827,-0.221,stable
100099,900352,59491.568054,20200101,2002,SYNTHETIC,BRIGHT,70.76014427,2.04130113,0.012118,3.049148,22.3737,0,True,0,4789.07,3.536,-0.082,stable
100099,900353,59705.208724,20200102,2010,SYNTHETIC,BRIGHT,70.23091195,1.66714924,0.100164,2.872245,36.8901,0,True,0,4789.07,3.536,-0.082,stable
100099,900354,59840.986946,20200103,600,SYNTHETIC,BRIGHT,67.60952573,2.00647978,0.006919,3.09492,23.3243,0,True,0,4789.07,3.536,-0.082,stable
100100,900355,59357.933261,20200101,672,SYNTHETIC,BRIGHT,-19.91612849,1.63359426,0.023961,3.218972,38.844,0,True,0,5588.58,1.515,-0.593,stable
100100,900356,59879.919513,20200102,3401,SYNTHETIC,BRIGHT,-19.72059113,1.34046818,-0.011108,3.177779,65.2377,0,True,0,5588.58,1.515,-0.593,stable
100100,900357,59924.727978,20200103,2703,SYNTHETIC,BRIGHT,-23.73341341,1.99472014,-0.007295,2.889954,23.659,0,True,0,5588.58,1.515,-0.593,stable
100101,900358,59025.512894,20200101,3817,SYNTHETIC,BRIGHT,-294.9111995,1.7066054,0.029545,2.830436,34.7755,0,True,0,5955.19,5.0,-1.16,stable
100101,900359,59276.392604,20200102,1096,SYNTHETIC,BRIGHT,-291.34892058,1.25568264,-0.088473,2.907402,78.0239,0,True,0,5955.19,5.0,-1.16,stable
100101,900360,59930.654684,20200103,2335,SYNTHETIC,BRIGHT,-292.40868288,1.46344269,-0.013558,2.962397,51.6231,0,True,0,5955.19,5.0,-1.16,stable
100101,900361,59971.679467,20200104,3125,SYNTHETIC,BRIGHT,-293.60832002,1.37522449,0.020554,3.139135,60.8894,0,True,0,5955.19,5.0,-1.16,stable
100102,900362,59151.936468,20200101,3537,SYNTHETIC,BRIGHT,102.99553701,1.43830197,0.002581,3.000406,54.0357,0,True,0,5761.81,2.798,-0.317,stable
100102,900363,59819.68656,20200102,3377,SYNTHETIC,BRIGHT,105.772003,1.74591486,0.120563,2.9841,32.8445,0,True,0,5761.81,2.798,-0.317,stable
100102,900364,59979.612113,20200103,1972,SYNTHETIC,BRIGHT,103.91321909,1.61496244,-0.145514,3.184072,39.9968,0,True,0,5761.81,2.798,-0.317,stable
100102,900365,60273.527489,20200104,1197,SYNTHETIC,BRIGHT,106.86486538,2.03600482,-0.027877,2.880146,22.5145,0,True,0,5761.81,2.798,-0.317,stable
100103,900366,59213.900698,20200101,2554,SYNTHETIC,BRIGHT,-128.28709871,1.40025992,-0.043225,2.922681,58.0212,0,True,0,5359.62,4.979,-1.888,stable
100103,900367,59583.031933,20200102,239,SYNTHETIC,BRIGHT,-120.78813899,2.57767513,0.186095,2.904414,12.8966,0,True,0,5359.62,4.979,-1.888,stable
100103,900368,59757.129142,20200103,1383,SYNTHETIC,BRIGHT,-127.28330714,1.26874117,0.006433,3.10092,75.8217,0,True,0,5359.62,4.979,-1.888,stable
100104,900369,59062.775757,20200101,1141,SYNTHETIC,BRIGHT,-150.77698729,2.00882052,-0.0621,3.117849,23.2585,0,True,0,4624.39,3.579,-1.405,stable
100104,900370,59126.16865,20200102,4292,SYNTHETIC,BRIGHT,-146.46983034,1.32501173,0.017418,2.989074,67.3225,0,True,0,4624.39,3.579,-1.405,stable
100104,900371,59573.244637,20200103,3724,SYNTHETIC,BRIGHT,-148.03577238,1.4323535,-0.002934,2.951503,54.6313,0,True,0,4624.39,3.579,-1.405,stable
100104,900372,59740.321673,20200104,821,SYNTHETIC,BRIGHT,-140.85734312,3.43863765,-0.207735,2.949702,6.7088,0,True,0,4624.39,3.579,-1.405,stable
100104,900373,59838.667438,20200105,3399,SYNTHETIC,BRIGHT,-145.36290649,1.62273316,0.031988,3.15917,39.5098,0,True,0,4624.39,3.579,-1.405,stable
100105,900374,59407.505119,20200101,1538,SYNTHETIC,BRIGHT,-106.88242559,1.25576721,-0.128727,3.199224,78.0094,0,True,0,5689.11,3.29,-1.374,stable
100105,900375,59510.219075,20200102,3354,SYNTHETIC,BRIGHT,-105.19658881,1.5609792,0.180915,3.051594,43.6422,0,True,0,5689.11,3.29,-1.374,stable
100106,900376,59026.249211,20200101,3364,SYNTHETIC,BRIGHT,-0.10527554,2.87744839,-0.036936,3.051672,10.0188,0,True,0,5535.52,3.345,-0.548,stable
100106,900377,59117.810467,20200102,3601,SYNTHETIC,BRIGHT,4.03127161,1.45389931,-0.124009,3.160208,52.5196,0,True,0,5535.52,3.345,-0.548,stable
100106,900378,59884.947701,20200103,1216,SYNTHETIC,BRIGHT,5.80249586,1.57977899,-0.008384,3.014082,42.3181,0,True,0,5535.52,3.345,-0.548,stable
100107,900379,59004.98363,20200101,2329,SYNTHETIC,BRIGHT,190.64585125,1.27925881,0.04611,3.154449,74.1151,0,True,0,5991.41,3.421,-1.726,stable
100107,900380,59020.632855,20200102,311,SYNTHETIC,BRIGHT,187.63434718,1.29938863,0.109371,2.716356,71.0055,0,True,0,5991.41,3.421,-1.726,stable
100107,900381,59922.426691,20200103,651,SYNTHETIC,BRIGHT,189.84853236,2.35021963,0.037087,3.052442,15.9965,0,True,0,5991.41,3.421,-1.726,stable
100107,900382,59983.356916,20200104,40,SYNTHETIC,BRIGHT,187.94331165,1.52513243,-0.025042,3.031071,46.3454,0,True,0,5991.41,3.421,-1.726,stable
100108,900383,59190.737905,20200101,771,SYNTHETIC,BRIGHT,-110.54756966,1.36915497,0.050637,3.022884,61.6169,0,True,0,5194.57,1.751,-1.174,stable
100108,900384,60011.218007,20200102,868,SYNTHETIC,BRIGHT,-106.17134311,1.94647204,-0.073071,2.840786,25.1106,0,True,0,5194.57,1.751,-1.174,stable
100109,900385,59040.79646,20200101,1644,SYNTHETIC,BRIGHT,90.37068859,2.42685358,0.192968,3.081693,14.8378,0,True,0,6230.4,3.844,-1.121,stable
100109,900386,59831.873333,20200102,1506,SYNTHETIC,BRIGHT,90.70185908,1.99495754,0.003017,2.943117,23.6521,0,True,0,6230.4,3.844,-1.121,stable
100109,900387,60205.975684,20200103,1895,SYNTHETIC,BRIGHT,93.74816385,1.24688885,0.031507,3.125246,79.5615,0,True,0,6230.4,3.844,-1.121,stable
100110,900388,59505.964377,20200101,3601,SYNTHETIC,BRIGHT,-34.45098703,1.3221111,0.120109,3.187024,67.7249,0,True,0,4292.46,4.576,-1.728,stable
100110,900389,59766.685823,20200102,7,SYNTHETIC,BRIGHT,-37.28703534,1.46222389,0.215925,2.982536,51.7363,0,True,0,4292.46,4.576,-1.728,stable
100111,900390,59127.702127,20200101,77,SYNTHETIC,BRIGHT,-108.62994841,1.44395715,-0.052616,3.322199,53.4785,0,True,0,5117.9,1.752,-0.006,stable
100111,900391,59136.199138,20200102,2935,SYNTHETIC,BRIGHT,-107.53697172,2.0552056,-0.013318,2.977711,22.0103,0,True,0,5117.9,1.752,-0.006,stable
100111,900392,59200.69498,20200103,1559,SYNTHETIC,BRIGHT,-111.90026179,1.75731645,0.032941,2.962612,32.3144,0,True,0,5117.9,1.752,-0.006,stable
100111,900393,59403.123485,20200104,1226,SYNTHETIC,BRIGHT,-108.90914063,1.32659077,-0.035859,2.990372,67.105,0,True,0,5117.9,1.752,-0.006,stable
100111,900394,59669.017058,20200105,945,SYNTHETIC,BRIGHT,-111.30944155,1.79096729,-0.117388,2.995651,30.8228,0,True,0,5117.9,1.752,-0.006,stable
100112,900395,59488.690265,20200101,3113,SYNTHETIC,BRIGHT,143.63785545,1.45354157,0.017387,3.115618,52.5536,0,True,0,6791.12,3.266,-1.441,stable
100112,900396,59524.151113,20200102,4850,SYNTHETIC,BRIGHT,142.50269041,1.34631511,-0.04655,2.862199,64.4743,0,True,0,6791.12,3.266,-1.441,stable
100112,900397,60086.650132,20200103,212,SYNTHETIC,BRIGHT,145.19858893,1.48028888,-0.038845,2.644495,50.0958,0,True,0,6791.12,3.266,-1.441,stable
100113,900398,59076.583571,20200101,1291,SYNTHETIC,BRIGHT,-84.27497651,2.15836736,-0.045026,2.712784,19.5707,0,True,0,5723.64,2.554,-0.889,stable
100113,900399,59204.17581,20200102,697,SYNTHETIC,BRIGHT,-86.26085024,1.33256414,0.078433,3.081317,66.2915,0,True,0,5723.64,2.554,-0.889,stable
100113,900400,59842.344162,20200103,4122,SYNTHETIC,BRIGHT,-86.87168899,1.88873902,-0.117716,3.01039,27.0302,0,True,0,5723.64,2.554,-0.889,stable
100113,900401,59913.792048,20200104,2849,SYNTHETIC,BRIGHT,-84.88956311,2.45172781,0.040473,3.058354,14.4886,0,True,0,5723.64,2.554,-0.889,stable
100113,900402,60003.751038,20200105,4046,SYNTHETIC,BRIGHT,-86.69572559,1.31403262,0.043045,3.175213,68.8647,0,True,0,5723.64,2.554,-0.889,stable
100114,900403,59081.701916,20200101,4714,SYNTHETIC,BRIGHT,32.2293182,2.85280271,-0.04357,2.903511,10.2171,0,True,0,5995.29,3.11,-1.632,stable
100114,900404,59387.449834,20200102,3694,SYNTHETIC,BRIGHT,39.83358299,3.43588456,-0.115574,2.809533,6.7208,0,True,0,5995.29,3.11,-1.632,stable
100114,900405,59644.790438,20200103,440,SYNTHETIC,BRIGHT,33.23032815,1.36063169,-0.051831,2.904977,62.6605,0,True,0,5995.29,3.11,-1.632,stable
100114,900406,60060.142663,20200104,3377,SYNTHETIC,BRIGHT,36.6612141,1.44899658,0.027731,2.966124,52.9892,0,True,0,5995.29,3.11,-1.632,stable
100114,900407,60244.590921,20200105,2354,SYNTHETIC,BRIGHT,37.5251854,2.47762951,0.17968,3.076781,14.138,0,True,0,5995.29,3.11,-1.632,stable
100115,900408,59885.173358,20200101,55,SYNTHETIC,BRIGHT,-111.9187105,1.85572322,-0.089501,3.172007,28.2286,0,True,0,5081.42,4.394,-1.01,stable
100115,900409,59896.200247,20200102,4290,SYNTHETIC,BRIGHT,-114.48677156,1.68701975,0.211763,2.85497,35.8018,0,True,0,5081.42,4.394,-1.01,stable
100115,900410,59943.672003,20200103,1259,SYNTHETIC,BRIGHT,-114.29938989,1.35787541,-0.035339,2.710244,63.0037,0,True,0,5081.42,4.394,-1.01,stable
100115,900411,59957.739211,20200104,608,SYNTHETIC,BRIGHT,-112.8270089,2.04547587,0.199247,2.755618,22.2637,0,True,0,5081.42,4.394,-1.01,stable
100116,900412,59565.077428,20200101,3219,SYNTHETIC,BRIGHT,174.27929014,1.63886802,-0.016113,3.11634,38.5268,0,True,0,5777.16,4.521,-1.764,stable
100116,900413,59566.907937,20200102,3831,SYNTHETIC,BRIGHT,172.79039245,1.59411166,-0.004538,2.813549,41.3486,0,True,0,5777.16,4.521,-1.764,stable
100116,900414,59741.609928,20200103,144,SYNTHETIC,BRIGHT,174.89225738,1.79634892,0.070928,3.011356,30.5938,0,True,0,5777.16,4.521,-1.764,stable
100116,900415,60025.881429,20200104,4382,SYNTHETIC,BRIGHT,174.40952676,1.32025002,-0.042523,2.990735,67.9849,0,True,0,5777.16,4.521,-1.764,stable
100116,900416,60030.721581,20200105,4010,SYNTHETIC,BRIGHT,173.09328755,1.62078766,-0.009417,2.971622,39.6309,0,True,0,5777.16,4.521,-1.764,stable
100117,900417,59390.527387,20200101,832,SYNTHETIC,BRIGHT,-105.70464705,1.27204988,0.004001,2.81343,75.2785,0,True,0,4257.62,3.414,-0.01,stable
100117,900418,59503.43272,20200102,4708,SYNTHETIC,BRIGHT,-104.86606708,1.47066743,0.115235,3.100315,50.9597,0,True,0,4257.62,3.414,-0.01,stable
100118,900419,59564.201399,20200101,1827,SYNTHETIC,BRIGHT,-68.88915732,3.1270163,-0.033612,2.843373,8.2989,0,True,0,6113.84,3.542,-1.322,stable
100118,900420,60212.391844,20200102,4020,SYNTHETIC,BRIGHT,-62.35343012,1.87177765,0.118419,2.935131,27.6362,0,True,0,6113.84,3.542,-1.322,stable
100119,900421,59639.545725,20200101,794,SYNTHETIC,BRIGHT,-63.67194519,1.3923925,-0.096477,2.862299,58.9003,0,True,0,5717.56,4.425,-0.595,stable
100119,900422,59648.122259,20200102,4239,SYNTHETIC,BRIGHT,-64.47730098,1.30830604,-0.005321,3.085171,69.6902,0,True,0,5717.56,4.425,-0.595,stable
100119,900423,59885.708822,20200103,1802,SYNTHETIC,BRIGHT,-65.35864213,1.31439666,-0.060946,2.958455,68.8127,0,True,0,5717.56,4.425,-0.595,stable
100119,900424,60018.551382,20200104,1982,SYNTHETIC,BRIGHT,-63.54911032,3.35794967,-0.005719,3.335576,7.0736,0,True,0,5717.56,4.425,-0.595,stable
100120,900425,59572.606022,20200101,2399,SYNTHETIC,BRIGHT,47.59840716,1.494124,0.061065,3.129883,48.8915,0,True,0,5924.41,3.912,-0.339,stable
100120,900426,59986.689703,20200102,417,SYNTHETIC,BRIGHT,47.70000391,1.8132514,0.005632,2.867481,29.8911,0,True,0,5924.41,3.912,-0.339,stable
100121,900427,59093.753992,20200101,1454,SYNTHETIC,BRIGHT,-50.06429116,1.24988771,-0.03934,3.12361,79.0321,0,True,0,4772.71,4.456,-0.271,stable
100121,900428,59843.254492,20200102,3031,SYNTHETIC,BRIGHT,-49.73801611,1.32136252,-0.068533,2.882308,67.8293,0,True,0,4772.71,4.456,-0.271,stable
100122,900429,59134.911872,20200101,319,SYNTHETIC,BRIGHT,-25.84969296,1.87366197,-0.017839,2.938257,27.5678,0,True,0,5393.41,3.168,-1.656,stable
100122,900430,59278.312331,20200102,2382,SYNTHETIC,BRIGHT,-25.47374721,1.56724801,-0.014948,3.237415,43.1938,0,True,0,5393.41,3.168,-1.656,stable
100122,900431,59382.542506,20200103,2872,SYNTHETIC,BRIGHT,-24.09864799,1.25024596,-0.05606,3.07867,78.9692,0,True,0,5393.41,3.168,-1.656,stable
100122,900432,59697.214191,20200104,3717,SYNTHETIC,BRIGHT,-26.51379632,2.38173856,-0.039123,3.086926,15.504,0,True,0,5393.41,3.168,-1.656,stable
100122,900433,60133.751426,20200105,409,SYNTHETIC,BRIGHT,-25.58102007,1.59678117,-0.004133,3.012545,41.1718,0,True,0,5393.41,3.168,-1.656,stable
100123,900434,59042.012028,20200101,4224,SYNTHETIC,BRIGHT,161.99885479,2.28586777,-0.109861,2.933782,17.0777,0,True,0,4619.41,3.163,-0.941,stable
100123,900435,59514.742585,20200102,1414,SYNTHETIC,BRIGHT,165.42263709,1.32334652,-0.024056,2.920363,67.5531,0,True,0,4619.41,3.163,-0.941,stable
100123,900436,60008.118152,20200103,3259,SYNTHETIC,BRIGHT,163.06294815,1.67166651,0.006776,3.279013,36.6384,0,True,0,4619.41,3.163,-0.941,stable
100123,900437,60018.680707,20200104,3295,SYNTHETIC,BRIGHT,161.49432738,1.35408465,-0.024319,2.801484,63.4804,0,True,0,4619.41,3.163,-0.941,stable
100124,900438,59006.310506,20200101,4961,SYNTHETIC,BRIGHT,-6.01452855,1.27780901,-0.177473,3.153837,74.3469,0,True,0,5420.2,3.261,-0.099,stable
100124,900439,59129.481931,20200102,4823,SYNTHETIC,BRIGHT,-6.15276733,1.26441038,0.10292,2.76958,76.5416,0,True,0,5420.2,3.261,-0.099,stable
100124,900440,60137.639028,20200103,3384,SYNTHETIC,BRIGHT,-5.99983675,1.53487991,-0.034967,3.148655,45.586,0,True,0,5420.2,3.261,-0.099,stable
100124,900441,60250.320309,20200104,2081,SYNTHETIC,BRIGHT,-5.68401851,1.30189963,0.07356,3.108297,70.6314,0,True,0,5420.2,3.261,-0.099,stable
100125,900442,59535.179797,20200101,87,SYNTHETIC,BRIGHT,90.63420919,1.30210698,0.02834,2.851954,70.6006,0,True,0,4976.74,4.523,-1.696,stable
100125,900443,59970.259243,20200102,1256,SYNTHETIC,BRIGHT,88.51449999,1.27339514,0.080773,2.97725,75.0594,0,True,0,4976.74,4.523,-1.696,stable
100125,900444,60115.124305,20200103,3698,SYNTHETIC,BRIGHT,88.6345745,1.49028219,0.058646,2.921947,49.2216,0,True,0,4976.74,4.523,-1.696,stable
100126,900445,59677.980376,20200101,1102,SYNTHETIC,BRIGHT,-7.53221352,1.64570626,0.08458,2.966706,38.1212,0,True,0,4079.13,2.675,-1.563,stable
100126,900446,59797.766308,20200102,4145,SYNTHETIC,BRIGHT,-11.82409988,3.11618527,0.003858,3.008207,8.3641,0,True,0,4079.13,2.675,-1.563,stable
100126,900447,59963.71643,20200103,1128,SYNTHETIC,BRIGHT,-6.76697551,1.25756512,0.090873,2.763663,77.7006,0,True,0,4079.13,2.675,-1.563,stable
100126,900448,60267.866104,20200104,503,SYNTHETIC,BRIGHT,-9.23146301,2.10099009,0.019159,2.970022,20.8743,0,True,0,4079.13,2.675,-1.563,stable
100127,900449,59122.475901,20200101,46,SYNTHETIC,BRIGHT,-85.268114,1.71193228,0.132227,2.810794,34.504,0,True,0,5677.71,4.925,-0.764,stable
100127,900450,59508.647714,20200102,2687,SYNTHETIC,BRIGHT,-83.71806161,1.29914213,0.04583,2.762336,71.0424,0,True,0,5677.71,4.925,-0.764,stable
100128,900451,59307.098688,20200101,4499,SYNTHETIC,BRIGHT,-32.65552614,1.42487366,0.134268,3.162286,55.3943,0,True,0,5408.28,2.235,-0.565,stable
100128,900452,59452.30773,20200102,2259,SYNTHETIC,BRIGHT,-32.20751438,1.73382216,-0.01652,3.008777,33.421,0,True,0,5408.28,2.235,-0.565,stable
100128,900453,59920.031734,20200103,809,SYNTHETIC,BRIGHT,-32.52807774,1.49999485,0.026959,2.743003,48.3936,0,True,0,5408.28,2.235,-0.565,stable
100128,900454,60160.921345,20200104,4120,SYNTHETIC,BRIGHT,-31.4442345,2.65108095,0.012482,3.179778,12.0869,0,True,0,5408.28,2.235,-0.565,stable
100128,900455,60176.795633,20200105,4899,SYNTHETIC,BRIGHT,-34.03132597,1.39025535,0.013913,2.95721,59.1426,0,True,0,5408.28,2.235,-0.565,stable
100129,900456,59134.833597,20200101,592,SYNTHETIC,BRIGHT,55.86825929,3.54960636,-0.083988,3.088566,6.2515,0,True,0,4731.95,2.675,-0.358,stable
100129,900457,59186.558692,20200102,4562,SYNTHETIC,BRIGHT,53.40493407,1.50515019,0.052438,2.967532,47.9626,0,True,0,4731.95,2.675,-0.358,stable
100129,900458,59222.165535,20200103,3229,SYNTHETIC,BRIGHT,56.28382124,1.47359307,0.039465,3.061358,50.6946,0,True,0,4731.95,2.675,-0.358,stable
100129,900459,60127.389998,20200104,3115,SYNTHETIC,BRIGHT,57.05319447,1.50080462,-0.232487,2.984819,48.3255,0,True,0,4731.95,2.675,-0.358,stable
100129,900460,60251.168487,20200105,1495,SYNTHETIC,BRIGHT,56.98105173,1.74628671,-0.025206,3.057127,32.827,0,True,0,4731.95,2.675,-0.358,stable
100130,900461,59190.479142,20200101,3814,SYNTHETIC,BRIGHT,-75.75241447,1.56748751,0.216146,2.922643,43.1768,0,True,0,5634.99,3.036,-0.645,stable
100130,900462,59980.236507,20200102,4459,SYNTHETIC,BRIGHT,-75.19422347,1.40203547,0.100919,2.75128,57.8255,0,True,0,5634.99,3.036,-0.645,stable
100131,900463,59217.761865,20200101,1124,SYNTHETIC,BRIGHT,21.45836851,2.11668207,0.134525,2.865023,20.5052,0,True,0,4335.79,3.183,-0.714,stable
100131,900464,60167.669475,20200102,2538,SYNTHETIC,BRIGHT,18.56177174,1.72016269,0.037047,2.965274,34.0907,0,True,0,4335.79,3.183,-0.714,stable
100131,900465,60186.771368,20200103,3582,SYNTHETIC,BRIGHT,20.28012277,2.81125495,-0.03034,3.018676,10.5649,0,True,0,4335.79,3.183,-0.714,stable
100132,900466,59060.756859,20200101,260,SYNTHETIC,BRIGHT,37.60046884,1.67371234,-0.221805,3.01699,36.5252,0,True,0,5739.58,3.153,-0.986,stable
100132,900467,59639.261953,20200102,767,SYNTHETIC,BRIGHT,40.38746007,1.61554737,-0.031723,2.921444,39.9598,0,True,0,5739.58,3.153,-0.986,stable
100133,900468,59075.621916,20200101,549,SYNTHETIC,BRIGHT,23.21496859,3.03273303,0.020071,3.242938,8.8925,0,True,0,5441.92,2.721,-0.043,stable
100133,900469,59756.010694,20200102,3245,SYNTHETIC,BRIGHT,22.66044715,1.79784168,0.033189,2.854818,30.5308,0,True,0,5441.92,2.721,-0.043,stable
100133,900470,59822.379576,20200103,2943,SYNTHETIC,BRIGHT,27.65156296,1.88455593,0.003424,3.183987,27.1778,0,True,0,5441.92,2.721,-0.043,stable
100133,900471,59856.821572,20200104,1656,SYNTHETIC,BRIGHT,21.5229086,2.15006153,0.122265,3.237601,19.7517,0,True,0,5441.92,2.721,-0.043,stable
100133,900472,60134.802205,20200105,122,SYNTHETIC,BRIGHT,24.24600328,1.40179951,0.117607,3.246963,57.8514,0,True,0,5441.92,2.721,-0.043,stable
100134,900473,59466.492809,20200101,3642,SYNTHETIC,BRIGHT,34.3956406,1.32466253,-0.031124,2.703012,67.3708,0,True,0,5232.68,3.204,-0.512,stable
100134,900474,59628.499653,20200102,1697,SYNTHETIC,BRIGHT,33.93103811,2.152764,-0.129649,2.995119,19.6926,0,True,0,5232.68,3.204,-0.512,stable
100134,900475,59652.992765,20200103,4295,SYNTHETIC,BRIGHT,33.12636781,1.29474161,-0.013783,3.028184,71.7057,0,True,0,5232.68,3.204,-0.512,stable
100134,900476,59879.66003,20200104,2845,SYNTHETIC,BRIGHT,30.44340145,1.32272764,0.041448,2.800787,67.639,0,True,0,5232.68,3.204,-0.512,stable
100134,900477,60057.967873,20200105,4105,SYNTHETIC,BRIGHT,29.27362437,2.64306778,-0.032873,2.849805,12.1716,0,True,0,5232.68,3.204,-0.512,stable
100135,900478,59772.567641,20200101,3865,SYNTHETIC,BRIGHT,-105.53632449,2.11928472,0.041436,3.084428,20.4449,0,True,0,5292.71,3.934,-1.194,stable
100135,900479,59887.714336,20200102,479,SYNTHETIC,BRIGHT,-105.35057043,1.4338776,-0.076026,3.220545,54.4778,0,True,0,5292.71,3.934,-1.194,stable
100135,900480,60043.742789,20200103,1063,SYNTHETIC,BRIGHT,-105.55009237,2.16903736,0.054739,2.793118,19.3418,0,True,0,5292.71,3.934,-1.194,stable
100135,900481,60134.497689,20200104,1873,SYNTHETIC,BRIGHT,-106.43055745,1.35432421,-0.087793,3.270157,63.4501,0,True,0,5292.71,3.934,-1.194,stable
100136,900482,59073.370605,20200101,1473,SYNTHETIC,BRIGHT,-8.88827973,1.35625015,-0.175894,2.927872,63.2074,0,True,0,6503.79,4.221,-1.526,stable
